State,City,Crime_Type,Date,Time,Latitude,Longitude,Victim_Age,Victim_Gender
Gujarat,Ahmedabad,Domestic Violence,2022-10-05,11:22:00,23.03309,72.49966,27.0,Male
Uttar Pradesh,Lucknow,Fraud,2024-07-26,00:17:00,26.84542,80.96439,15.0,Female
Delhi,Dwarka,Burglary,2023-05-16,06:22:00,28.54713,77.04949,22.0,Male
Karnataka,Bengaluru,Burglary,2024-11-22,19:06:00,13.02611,77.55824,35.0,Female
Telangana,Hyderabad,Burglary,2021-05-09,10:02:00,17.37087,78.48787,52.0,Female
West Bengal,Kolkata,Assault,2023-05-14,11:17:00,22.58375,88.33719,45.0,Female
Gujarat,Surat,Cybercrime,2023-04-15,05:20:00,21.17267,72.78706,31.0,Male
Uttar Pradesh,Noida,Assault,2023-05-10,07:12:00,28.54557,77.40117,68.0,Female
Delhi,Dwarka,Vandalism,2023-11-07,02:54:00,28.58663,77.04188,19.0,Male
Gujarat,Ahmedabad,Cybercrime,2022-07-25,05:38:00,22.95692,72.52559,60.0,Female
Uttar Pradesh,Noida,Burglary,2024-05-24,14:16:00,28.54924,77.37024,57.0,Male
Telangana,Warangal,Vehicle Theft,2024-11-06,23:44:00,17.98347,79.63243,20.0,Female
Tamil Nadu,Chennai,Fraud,2022-02-21,10:01:00,13.06907,80.23958,58.0,Male
Maharashtra,Mumbai,Assault,2024-05-24,04:23:00,19.1141,72.861,56.0,Female
West Bengal,Howrah,Theft,2024-08-04,05:18:00,22.61839,88.24044,48.0,Female
Gujarat,Ahmedabad,Theft,2023-05-26,18:55:00,23.05769,72.59396,61.0,Male
Uttar Pradesh,Noida,Burglary,2023-12-15,16:46:00,28.49328,77.38534,62.0,Male
West Bengal,Howrah,Theft,2021-08-12,20:42:00,22.65324,88.28844,22.0,Male
Maharashtra,Pune,Vehicle Theft,2024-02-10,12:16:00,18.45525,73.85489,21.0,Female
Tamil Nadu,Chennai,Theft,2022-09-07,00:28:00,13.0832,80.24694,52.0,Female
Telangana,Warangal,Theft,2023-05-20,15:59:00,17.95934,79.58597,63.0,Female
Maharashtra,Mumbai,Cybercrime,2024-10-06,00:38:00,19.10559,72.89315,45.0,Male
Gujarat,Surat,Assault,2021-06-23,20:11:00,21.14749,72.88457,60.0,Male
West Bengal,Kolkata,Cybercrime,2023-10-26,20:44:00,22.58468,88.37047,68.0,Male
West Bengal,Kolkata,Cybercrime,2024-03-24,20:14:00,22.62381,88.33249,16.0,Male
Tamil Nadu,Chennai,Vandalism,2024-06-06,,,,,Male
Gujarat,Surat,Cybercrime,2024-05-19,17:19:00,21.20257,72.79177,54.0,Male
Maharashtra,Nagpur,Domestic Violence,2022-04-02,16:43:00,21.16417,79.08013,40.0,Female
Delhi,Dwarka,Assault,2023-08-14,06:12:00,28.61627,77.04121,65.0,Female
West Bengal,Kolkata,Cybercrime,2022-11-24,07:28:00,22.56886,88.36625,25.0,Male
Tamil Nadu,Coimbatore,Burglary,2022-09-18,23:03:00,11.05994,76.98226,24.0,Male
Gujarat,Ahmedabad,Theft,2021-01-01,11:26:00,23.03202,72.5378,17.0,Female
Gujarat,Ahmedabad,Burglary,2021-11-13,04:50:00,23.03994,72.57164,52.0,Male
Uttar Pradesh,Kanpur,domestic violence,2022-11-03,02:59:00,26.42867,80.31035,46.0,Female
Gujarat,Ahmedabad,theft,2022-06-16,02:24:00,23.04674,72.53329,36.0,Female
Uttar Pradesh,Lucknow,Theft,2022-04-27,00:51:00,26.86204,80.94954,30.0,Male
Maharashtra,Pune,theft,2021-10-24,17:56:00,18.53338,73.85292,33.0,Female
Telangana,Warangal,Assault,2021-04-08,10:25:00,17.98888,79.56706,62.0,Female
Delhi,Dwarka,Fraud,2023-06-11,09:40:00,28.59646,77.08464,28.0,Female
Gujarat,Surat,Vandalism,2024-06-21,08:52:00,21.1646,72.85646,35.0,Female
Maharashtra,Pune,Theft,2022-01-10,11:47:00,18.54271,73.88206,38.0,Female
Tamil Nadu,Coimbatore,Theft,2024-05-12,14:03:00,11.01538,76.97172,42.0,Male
West Bengal,Howrah,Cybercrime,2022-10-02,18:20:00,22.58304,88.26593,18.0,Female
Telangana,Hyderabad,Burglary,2022-11-04,08:38:00,17.35492,78.56894,28.0,Female
Uttar Pradesh,Lucknow,Theft,2021-04-18,14:12:00,26.90219,80.95766,35.0,Male
West Bengal,Kolkata,Theft,2023-06-16,14:23:00,22.54611,88.32867,62.0,Male
West Bengal,Kolkata,Vehicle Theft,2022-10-25,05:32:00,22.55484,88.40959,37.0,Male
Gujarat,Surat,Vehicle Theft,2024-07-13,22:49:00,21.14705,72.8361,42.0,Female
Uttar Pradesh,Lucknow,Theft,2023-07-20,01:38:00,26.85136,80.94349,15.0,Male
Gujarat,Ahmedabad,Theft,2022-06-13,01:45:00,23.04001,72.55016,30.0,Female
Gujarat,Surat,Vehicle Theft,2024-05-27,22:52:00,21.14639,72.75418,22.0,Female
Tamil Nadu,Chennai,Theft,2024-04-26,22:30:00,13.10697,80.24181,32.0,Male
Tamil Nadu,Coimbatore,Robbery,2024-07-12,03:12:00,10.99753,76.93373,40.0,Female
Gujarat,Surat,Assault,2023-08-13,10:24:00,21.17796,72.80871,46.0,Female
West Bengal,Kolkata,assault,2024-01-01,05:14:00,22.57324,88.38779,64.0,Female
Karnataka,Mysuru,Burglary,2022-08-11,16:58:00,12.28454,76.6148,37.0,Female
Tamil Nadu,Coimbatore,Domestic Violence,2024-03-17,02:17:00,10.99949,77.00409,24.0,Male
Uttar Pradesh,Noida,Theft,2022-01-23,,,,,Female
Karnataka,Mysuru,Assault,2022-01-09,14:08:00,12.2852,76.63432,56.0,Female
Maharashtra,Mumbai,Robbery,2021-10-09,03:51:00,19.10299,72.9014,19.0,Female
Uttar Pradesh,Kanpur,Burglary,2021-10-14,02:53:00,26.44336,80.33857,62.0,Female
Gujarat,Ahmedabad,Burglary,2022-03-06,10:55:00,23.03816,72.52812,49.0,Female
Uttar Pradesh,Lucknow,Vehicle Theft,2023-04-15,19:13:00,26.83061,80.95138,63.0,Male
West Bengal,Kolkata,Cybercrime,2024-08-10,08:42:00,22.60479,88.31906,62.0,Male
Uttar Pradesh,Noida,Vandalism,2022-04-07,23:16:00,28.55462,77.38389,52.0,Female
Delhi,Dwarka,Burglary,2024-07-17,21:42:00,28.62882,77.02049,58.0,Female
Delhi,Rohini,Robbery,2024-12-16,08:52:00,28.80544,77.08438,40.0,Male
Telangana,Hyderabad,Assault,2021-05-25,22:52:00,17.39551,78.51239,32.0,Female
Gujarat,Ahmedabad,Assault,2022-08-05,17:16:00,23.02257,72.60022,25.0,Male
Telangana,Hyderabad,Vehicle Theft,2022-09-10,06:31:00,17.38702,78.4754,56.0,Male
Karnataka,Bengaluru,Theft,2023-10-10,21:43:00,12.96658,77.61142,36.0,Female
Tamil Nadu,Chennai,cybercrime,2023-12-26,12:33:00,13.06349,80.25642,59.0,Female
Uttar Pradesh,Kanpur,Burglary,2023-04-21,14:14:00,26.41637,80.30665,66.0,Male
Tamil Nadu,Coimbatore,Burglary,2021-05-19,17:13:00,11.02262,76.92492,23.0,Female
Delhi,New Delhi,Theft,2021-01-11,00:19:00,28.63292,77.18687,46.0,Female
Telangana,Hyderabad,Burglary,2023-11-25,13:24:00,17.42135,78.44302,37.0,Female
Telangana,Hyderabad,Domestic Violence,2024-10-07,15:18:00,17.40499,78.50225,25.0,Male
West Bengal,Howrah,Theft,2021-12-07,02:27:00,22.56037,88.26841,15.0,Male
Karnataka,Mysuru,Burglary,2023-12-05,23:28:00,12.31235,76.65469,33.0,Male
West Bengal,Howrah,Fraud,2023-02-26,01:39:00,22.58554,88.26978,39.0,Female
Uttar Pradesh,Noida,Burglary,2022-08-15,01:12:00,28.50194,77.36599,18.0,Male
Telangana,Warangal,Vehicle Theft,2022-08-26,10:35:00,17.91553,79.59612,65.0,Male
Uttar Pradesh,Lucknow,Cybercrime,2023-10-12,10:19:00,26.81814,80.93061,21.0,Male
Telangana,Warangal,Theft,2024-07-09,14:14:00,17.98107,79.54213,25.0,Female
Gujarat,Surat,burglary,2024-03-05,04:18:00,21.17561,72.79155,23.0,Female
West Bengal,Kolkata,Fraud,2024-02-18,23:48:00,22.59351,88.33666,27.0,Female
Maharashtra,Pune,Burglary,2024-01-15,16:32:00,18.46987,73.87699,45.0,Male
Uttar Pradesh,Lucknow,Burglary,2022-02-06,22:17:00,26.90368,80.98755,43.0,Male
Karnataka,Bengaluru,Burglary,2023-05-10,05:27:00,12.96868,77.53934,48.0,Male
Tamil Nadu,Chennai,Theft,2021-05-25,17:50:00,13.0631,80.2888,24.0,Male
Maharashtra,Nagpur,assault,2024-07-22,,,,,Male
Maharashtra,Nagpur,Assault,2022-05-04,23:01:00,21.12739,79.09245,45.0,Female
Telangana,Warangal,Vehicle Theft,2024-10-08,16:01:00,17.92665,79.65102,27.0,Male
Telangana,Hyderabad,Burglary,2023-07-19,20:20:00,17.33819,78.48503,24.0,Male
Gujarat,Ahmedabad,Kidnapping,2021-03-17,19:46:00,23.04642,72.57249,53.0,Female
West Bengal,Kolkata,Assault,2022-07-22,13:34:00,22.52528,88.31445,17.0,Female
Gujarat,Surat,Burglary,2024-12-05,15:13:00,21.12765,72.88123,43.0,Male
Delhi,New Delhi,Burglary,2022-11-20,14:02:00,28.5907,77.24181,45.0,Male
Karnataka,Bengaluru,Domestic Violence,2024-10-14,14:53:00,12.9659,77.61874,23.0,Male
Gujarat,Ahmedabad,Theft,2021-01-10,00:25:00,22.97886,72.59239,32.0,Male
Karnataka,Mysuru,Kidnapping,2024-07-04,20:24:00,12.30628,76.58475,42.0,Male
Karnataka,Mysuru,Theft,2024-04-18,17:50:00,12.32559,76.65158,49.0,Female
Delhi,Rohini,Theft,2021-08-01,00:30:00,28.73782,77.05531,45.0,Male
West Bengal,Kolkata,Cybercrime,2022-01-04,20:19:00,22.56414,88.37474,16.0,Male
West Bengal,Howrah,Cybercrime,2023-09-04,03:40:00,22.59453,88.32041,51.0,Male
Karnataka,Bengaluru,Robbery,2021-07-27,06:41:00,12.95043,77.56448,24.0,Male
Delhi,Dwarka,theft,2021-05-26,03:04:00,28.56272,77.02398,62.0,Male
Delhi,Rohini,Domestic Violence,2022-05-16,10:14:00,28.76128,77.05942,35.0,Male
Maharashtra,Pune,Vehicle Theft,2021-11-03,10:06:00,18.56819,73.88727,66.0,Male
Maharashtra,Mumbai,Theft,2021-03-27,19:01:00,19.09426,72.87136,65.0,Female
Uttar Pradesh,Kanpur,Theft,2023-05-03,16:26:00,26.4731,80.325,68.0,Male
Maharashtra,Mumbai,Burglary,2024-06-24,15:02:00,19.06069,72.92145,43.0,Female
Telangana,Hyderabad,Theft,2022-05-07,00:48:00,17.38536,78.48739,69.0,Female
Karnataka,Bengaluru,Assault,2023-03-27,15:19:00,12.98507,77.58854,47.0,Female
Karnataka,Bengaluru,Burglary,2021-11-24,03:55:00,13.01856,77.57118,51.0,Female
West Bengal,Howrah,Fraud,2022-05-27,18:55:00,22.61584,88.23673,46.0,Female
Uttar Pradesh,Noida,Burglary,2024-12-27,04:22:00,28.49059,77.43949,24.0,Female
West Bengal,Howrah,Burglary,2023-08-20,07:38:00,22.66295,88.28479,39.0,Female
Telangana,Warangal,Vandalism,2023-08-07,07:15:00,18.04147,79.63581,19.0,Female
Telangana,Warangal,Burglary,2021-01-10,15:02:00,17.98956,79.56168,69.0,Female
Karnataka,Bengaluru,Burglary,2022-12-10,06:38:00,12.93966,77.59719,44.0,Male
Maharashtra,Nagpur,Assault,2024-04-14,02:47:00,21.11085,79.07,49.0,Male
Delhi,Dwarka,Cybercrime,2021-04-25,18:26:00,28.54246,77.03895,29.0,Female
Karnataka,Bengaluru,Theft,2022-05-08,18:19:00,12.95452,77.58089,53.0,Male
Karnataka,Mysuru,Theft,2022-08-24,,,,,Female
Telangana,Warangal,Cybercrime,2024-03-13,21:24:00,17.96974,79.60501,56.0,Female
Gujarat,Ahmedabad,Cybercrime,2024-04-12,15:21:00,23.00422,72.56384,16.0,Male
Telangana,Hyderabad,Domestic Violence,2022-11-12,22:14:00,17.40866,78.51167,38.0,Male
Karnataka,Mysuru,Vandalism,2021-10-01,14:35:00,12.30475,76.61272,31.0,Male
Uttar Pradesh,Noida,Theft,2023-10-06,05:48:00,28.54961,77.35376,53.0,Male
Delhi,New Delhi,Theft,2024-03-06,09:27:00,28.62995,77.17946,39.0,Male
Telangana,Warangal,Assault,2021-06-17,09:18:00,18.01125,79.57542,32.0,Male
Maharashtra,Pune,Theft,2023-08-11,17:08:00,18.5068,73.91526,42.0,Male
Delhi,New Delhi,burglary,2023-10-25,06:06:00,28.58565,77.18603,57.0,Female
Uttar Pradesh,Lucknow,Theft,2022-02-26,10:08:00,26.91982,80.94907,69.0,Male
Telangana,Warangal,Theft,2024-12-04,15:55:00,17.95371,79.62365,67.0,Male
West Bengal,Kolkata,Assault,2022-10-18,07:25:00,22.61353,88.38539,42.0,Female
Tamil Nadu,Chennai,Kidnapping,2024-02-02,03:22:00,13.10577,80.3099,59.0,Male
Gujarat,Ahmedabad,Fraud,2022-05-10,17:32:00,22.99779,72.57165,17.0,Female
West Bengal,Howrah,Theft,2024-12-17,12:10:00,22.60797,88.27211,24.0,Male
Maharashtra,Pune,Theft,2023-01-03,18:44:00,18.52945,73.88994,22.0,Female
Tamil Nadu,Chennai,Vehicle Theft,2023-02-11,15:38:00,13.04741,80.31302,18.0,Female
Uttar Pradesh,Lucknow,Theft,2021-02-13,12:34:00,26.82219,80.94586,36.0,Male
Gujarat,Ahmedabad,Domestic Violence,2022-11-21,21:49:00,23.02713,72.62871,22.0,Female
Karnataka,Mysuru,Burglary,2023-11-09,11:51:00,12.29516,76.69246,32.0,Male
Delhi,New Delhi,Burglary,2024-03-18,12:36:00,28.61361,77.1995,21.0,Male
Tamil Nadu,Coimbatore,Cybercrime,2024-06-03,15:32:00,11.02838,77.00083,34.0,Male
Delhi,Rohini,Theft,2022-03-12,03:37:00,28.70332,77.01843,46.0,Male
Uttar Pradesh,Lucknow,Domestic Violence,2022-12-09,03:11:00,26.86455,80.98127,55.0,Male
Tamil Nadu,Coimbatore,Vehicle Theft,2024-05-12,20:22:00,11.02409,76.98967,56.0,Male
Karnataka,Mysuru,Vandalism,2021-08-15,00:35:00,12.33362,76.62295,46.0,Male
Maharashtra,Nagpur,Cybercrime,2024-09-04,10:53:00,21.10968,79.11629,30.0,Female
Delhi,New Delhi,Domestic Violence,2023-11-09,13:19:00,28.59346,77.21197,29.0,Female
Karnataka,Bengaluru,Theft,2022-03-25,22:45:00,12.94284,77.57376,28.0,Female
Delhi,Dwarka,Theft,2024-10-01,16:30:00,28.5521,77.06783,15.0,Male
Maharashtra,Nagpur,Cybercrime,2021-11-20,18:28:00,21.15083,79.08201,53.0,Female
Uttar Pradesh,Noida,Vandalism,2023-03-16,01:17:00,28.47932,77.42924,37.0,Male
West Bengal,Howrah,Vehicle Theft,2023-01-25,13:14:00,22.56674,88.27758,49.0,Male
West Bengal,Howrah,Vehicle Theft,2022-05-02,06:53:00,22.58165,88.27721,38.0,Female
Maharashtra,Mumbai,Cybercrime,2023-06-08,17:36:00,19.04643,72.89712,17.0,Female
Uttar Pradesh,Kanpur,Burglary,2023-02-12,02:50:00,26.50626,80.30988,49.0,Male
Karnataka,Bengaluru,Cybercrime,2021-08-26,00:52:00,12.99451,77.60457,48.0,Male
Maharashtra,Pune,Assault,2022-09-05,23:25:00,18.45324,73.82328,38.0,Female
West Bengal,Kolkata,Robbery,2022-01-05,13:10:00,22.58577,88.37607,36.0,Male
Tamil Nadu,Chennai,Burglary,2023-10-16,19:04:00,13.07078,80.2579,69.0,Female
Delhi,Dwarka,Cybercrime,2021-05-10,06:57:00,28.56782,77.07147,26.0,Male
Delhi,Rohini,Assault,2023-07-01,06:31:00,28.74488,77.04543,69.0,Female
Gujarat,Ahmedabad,Domestic Violence,2022-08-19,19:58:00,22.9567,72.58794,48.0,Female
West Bengal,Kolkata,Domestic Violence,2023-07-05,23:34:00,22.57105,88.41411,61.0,Female
West Bengal,Kolkata,Theft,2023-08-24,,,,,Female
Telangana,Hyderabad,Vehicle Theft,2024-02-03,05:32:00,17.3447,78.53574,24.0,Male
West Bengal,Howrah,Fraud,2023-01-10,19:02:00,22.55961,88.25927,20.0,Female
West Bengal,Kolkata,Domestic Violence,2022-06-23,18:03:00,22.60674,88.36152,63.0,Female
Karnataka,Mysuru,Cybercrime,2023-02-11,04:30:00,12.34006,76.60735,60.0,Female
Maharashtra,Nagpur,Theft,2024-04-02,16:53:00,21.11622,79.08997,57.0,Female
Gujarat,Ahmedabad,Domestic Violence,2022-04-05,06:35:00,23.00151,72.57967,63.0,Female
Delhi,Dwarka,Cybercrime,2024-12-19,01:54:00,28.58936,77.00817,16.0,Female
Telangana,Warangal,Domestic Violence,2022-09-14,01:00:00,17.95751,79.63753,25.0,Male
Gujarat,Ahmedabad,Assault,2021-04-21,07:45:00,23.03718,72.64705,27.0,Male
Uttar Pradesh,Kanpur,Burglary,2021-01-19,01:14:00,26.31733,80.35122,65.0,Female
Karnataka,Mysuru,Assault,2023-10-21,19:48:00,12.29474,76.5685,68.0,Female
Karnataka,Bengaluru,Theft,2023-09-19,13:21:00,12.99176,77.64649,54.0,Female
Gujarat,Ahmedabad,Domestic Violence,2022-07-07,02:44:00,23.02433,72.5828,58.0,Female
Gujarat,Ahmedabad,Fraud,2021-09-10,03:10:00,23.01303,72.57122,21.0,Female
West Bengal,Howrah,Cybercrime,2024-07-11,21:24:00,22.62606,88.26014,55.0,Female
West Bengal,Howrah,Robbery,2024-09-21,19:22:00,22.59685,88.25388,18.0,Female
Maharashtra,Pune,Robbery,2023-06-15,14:47:00,18.54549,73.84006,33.0,Male
Karnataka,Bengaluru,Robbery,2022-11-13,17:06:00,13.01213,77.61202,24.0,Male
Uttar Pradesh,Noida,Vehicle Theft,2021-07-22,09:40:00,28.55477,77.45703,33.0,Female
West Bengal,Howrah,Theft,2024-11-24,12:53:00,22.61397,88.26361,41.0,Female
Karnataka,Mysuru,Vehicle Theft,2022-02-13,02:53:00,12.27109,76.66502,53.0,Male
Gujarat,Surat,Vandalism,2024-11-03,00:57:00,21.15612,72.86209,28.0,Female
West Bengal,Howrah,Vehicle Theft,2023-12-07,11:36:00,22.60054,88.26886,53.0,Female
Gujarat,Surat,Burglary,2022-10-13,17:07:00,21.21112,72.83227,22.0,Female
Karnataka,Mysuru,theft,2021-01-05,02:28:00,12.32904,76.66197,16.0,Female
Gujarat,Ahmedabad,Burglary,2021-03-14,18:42:00,22.97797,72.54892,67.0,Male
Karnataka,Bengaluru,Fraud,2021-12-03,,,,,Female
West Bengal,Kolkata,Fraud,2022-02-04,20:26:00,22.55513,88.42182,44.0,Female
Maharashtra,Nagpur,Fraud,2021-10-13,06:52:00,21.15048,79.12411,46.0,Male
Telangana,Hyderabad,vandalism,2023-02-15,12:33:00,17.39012,78.52631,29.0,Female
Telangana,Warangal,Domestic Violence,2024-03-08,12:27:00,17.97632,79.64707,60.0,Male
Karnataka,Mysuru,Theft,2023-10-20,19:38:00,12.28172,76.67275,63.0,Female
Delhi,Rohini,Burglary,2022-02-08,05:33:00,28.72273,77.07931,49.0,Female
Gujarat,Surat,Robbery,2023-08-22,,,,,Male
Maharashtra,Pune,Assault,2023-10-18,21:20:00,18.5465,73.87913,60.0,Male
West Bengal,Kolkata,Cybercrime,2024-07-03,01:25:00,22.53312,88.36839,51.0,Male
Delhi,Rohini,Burglary,2022-12-19,05:14:00,28.73426,77.05084,34.0,Female
West Bengal,Howrah,Assault,2022-01-20,12:28:00,22.62379,88.23988,69.0,Female
Telangana,Hyderabad,Theft,2022-01-18,21:30:00,17.39939,78.53017,48.0,Male
West Bengal,Howrah,Assault,2023-01-11,09:32:00,22.62819,88.28246,67.0,Male
Uttar Pradesh,Noida,Domestic Violence,2024-12-16,02:22:00,28.56911,77.43046,18.0,Female
Karnataka,Mysuru,Assault,2021-02-17,13:33:00,12.27677,76.58953,23.0,Female
Uttar Pradesh,Noida,Fraud,2024-02-24,09:45:00,28.60843,77.39633,24.0,Female
West Bengal,Kolkata,Theft,2024-02-13,19:30:00,22.60775,88.39796,55.0,Female
Gujarat,Surat,Domestic Violence,2021-02-23,02:52:00,21.18104,72.89025,46.0,Female
Delhi,New Delhi,Assault,2021-06-08,02:16:00,28.64961,77.20977,16.0,Male
Gujarat,Ahmedabad,Burglary,2022-10-12,09:27:00,23.02454,72.56116,60.0,Female
Telangana,Warangal,Assault,2024-05-16,02:19:00,17.97958,79.56804,29.0,Male
West Bengal,Kolkata,Burglary,2024-04-01,08:02:00,22.56839,88.37984,28.0,Female
Maharashtra,Nagpur,Cybercrime,2024-05-08,03:55:00,21.19722,79.16932,37.0,Male
Tamil Nadu,Coimbatore,Burglary,2021-08-04,08:55:00,11.03474,76.96016,16.0,Male
Maharashtra,Nagpur,Vehicle Theft,2023-08-18,08:53:00,21.11235,79.11092,18.0,Male
Maharashtra,Mumbai,Theft,2023-12-03,16:48:00,18.99264,72.91374,61.0,Male
Maharashtra,Nagpur,Theft,2021-02-02,14:07:00,21.16686,79.03376,48.0,Male
West Bengal,Kolkata,Theft,2023-07-15,17:11:00,22.52955,88.40125,54.0,Male
Gujarat,Surat,Vandalism,2021-02-02,08:56:00,21.14606,72.82845,48.0,Male
Karnataka,Bengaluru,Assault,2024-01-21,11:23:00,12.96948,77.63314,40.0,Male
Delhi,New Delhi,Assault,2021-09-05,08:59:00,28.65895,77.2028,18.0,Female
West Bengal,Kolkata,Burglary,2021-04-18,07:43:00,22.57843,88.34913,61.0,Male
Karnataka,Mysuru,Theft,2024-03-05,10:41:00,12.30172,76.6874,25.0,Male
Uttar Pradesh,Lucknow,Cybercrime,2023-05-21,17:19:00,26.8652,80.85643,57.0,Female
Karnataka,Mysuru,Assault,2024-04-23,10:12:00,12.31614,76.6619,20.0,Male
Maharashtra,Mumbai,Cybercrime,2024-01-16,22:20:00,19.10793,72.87204,61.0,Female
Uttar Pradesh,Kanpur,Assault,2024-05-01,16:39:00,26.46396,80.33367,68.0,Female
Tamil Nadu,Coimbatore,Vandalism,2022-07-20,14:21:00,11.0602,76.96669,16.0,Male
Gujarat,Surat,Fraud,2023-08-19,04:05:00,21.23399,72.82914,55.0,Female
West Bengal,Howrah,Fraud,2023-03-04,21:11:00,22.57999,88.28792,20.0,Male
Tamil Nadu,Coimbatore,Theft,2024-06-27,23:03:00,11.03634,76.93889,42.0,Female
Uttar Pradesh,Kanpur,Burglary,2022-12-01,03:50:00,26.45366,80.34597,64.0,Male
Karnataka,Bengaluru,Vehicle Theft,2022-09-11,04:32:00,12.93848,77.55404,38.0,Male
West Bengal,Kolkata,Vehicle Theft,2021-08-04,20:29:00,22.54617,88.42555,40.0,Male
Tamil Nadu,Coimbatore,Vehicle Theft,2024-10-23,,,,,Female
Uttar Pradesh,Lucknow,Vehicle Theft,2024-12-18,00:10:00,26.83695,80.93043,22.0,Male
West Bengal,Kolkata,Kidnapping,2023-12-10,14:14:00,22.56326,88.34274,35.0,Male
Tamil Nadu,Chennai,Domestic Violence,2022-07-25,23:39:00,13.15638,80.30915,54.0,Male
Maharashtra,Nagpur,Theft,2023-01-13,16:43:00,21.18956,79.04859,39.0,Male
Telangana,Hyderabad,Theft,2021-10-13,01:13:00,17.41333,78.47907,18.0,Male
Tamil Nadu,Coimbatore,Theft,2023-08-06,17:25:00,11.01068,76.95075,18.0,Female
Tamil Nadu,Chennai,Fraud,2021-03-16,18:30:00,13.05124,80.20746,35.0,Female
West Bengal,Howrah,Kidnapping,2024-11-26,23:38:00,22.6246,88.24946,22.0,Female
Uttar Pradesh,Noida,Vandalism,2022-10-06,22:29:00,28.52603,77.37175,33.0,Female
Telangana,Hyderabad,Robbery,2022-11-02,08:02:00,17.37437,78.45597,54.0,Male
Gujarat,Surat,Robbery,2021-01-14,01:31:00,21.21843,72.84741,50.0,Female
Gujarat,Ahmedabad,Assault,2023-11-08,02:36:00,23.0136,72.53495,47.0,Female
West Bengal,Kolkata,burglary,2022-06-12,01:57:00,22.57402,88.28578,61.0,Female
Telangana,Hyderabad,Assault,2023-05-13,03:35:00,17.34146,78.49388,54.0,Male
Gujarat,Ahmedabad,Burglary,2022-11-18,23:57:00,22.98321,72.56437,49.0,Female
Maharashtra,Nagpur,Assault,2024-04-24,11:20:00,21.12354,79.0921,33.0,Female
Tamil Nadu,Coimbatore,Cybercrime,2022-12-15,10:07:00,10.96808,76.99732,49.0,Male
Delhi,New Delhi,Vehicle Theft,2021-09-13,,,,,Female
Karnataka,Mysuru,Burglary,2021-09-24,06:17:00,12.32212,76.6182,22.0,Female
Karnataka,Mysuru,Robbery,2023-03-06,21:31:00,12.2941,76.66581,30.0,Male
Delhi,Dwarka,Cybercrime,2021-12-09,04:08:00,28.64625,77.0413,40.0,Female
Tamil Nadu,Chennai,vehicle theft,2023-10-24,03:18:00,13.08201,80.25546,26.0,Male
Delhi,New Delhi,Vandalism,2023-02-06,10:38:00,28.66841,77.21623,36.0,Female
West Bengal,Kolkata,Kidnapping,2023-07-26,,,,,Female
Uttar Pradesh,Lucknow,Vehicle Theft,2022-09-19,09:46:00,26.82755,80.94755,30.0,Male
Delhi,Dwarka,Assault,2024-02-26,09:35:00,28.53115,77.0621,39.0,Female
West Bengal,Howrah,Vehicle Theft,2022-11-09,20:51:00,22.62525,88.19833,53.0,Female
Uttar Pradesh,Noida,Fraud,2024-03-01,03:14:00,28.57198,77.36232,52.0,Male
Telangana,Hyderabad,Burglary,2022-12-14,10:16:00,17.36822,78.45264,55.0,Male
Maharashtra,Nagpur,Vehicle Theft,2021-09-25,05:09:00,21.12447,79.08086,55.0,Male
West Bengal,Kolkata,Burglary,2024-11-20,14:57:00,22.52015,88.35362,18.0,Female
Telangana,Warangal,Vehicle Theft,2023-02-01,01:54:00,17.99451,79.64683,58.0,Male
Karnataka,Mysuru,Assault,2024-12-24,19:44:00,12.25385,76.63142,64.0,Male
Maharashtra,Pune,Theft,2022-12-10,06:39:00,18.55046,73.86319,51.0,Male
Telangana,Hyderabad,Assault,2021-04-13,,,,,Male
Karnataka,Mysuru,Domestic Violence,2024-10-06,00:53:00,12.27087,76.60944,66.0,Female
West Bengal,Howrah,Theft,2024-10-05,04:45:00,22.60749,88.23849,50.0,Female
Gujarat,Surat,Theft,2022-04-02,23:14:00,21.20441,72.80578,39.0,Male
Karnataka,Bengaluru,Burglary,2024-04-01,00:30:00,12.9553,77.58361,38.0,Female
Karnataka,Mysuru,Theft,2023-06-14,04:27:00,12.28149,76.64279,21.0,Female
Uttar Pradesh,Lucknow,Burglary,2024-02-25,17:31:00,26.84527,80.93429,68.0,Male
Maharashtra,Pune,Robbery,2024-04-08,20:21:00,18.47485,73.8399,28.0,Female
Delhi,New Delhi,Fraud,2022-09-04,14:52:00,28.67143,77.2014,40.0,Male
Maharashtra,Mumbai,Kidnapping,2023-06-26,16:43:00,19.07672,72.83555,46.0,Female
Gujarat,Ahmedabad,Vehicle Theft,2023-11-18,06:36:00,23.00355,72.62374,66.0,Female
Tamil Nadu,Coimbatore,Vandalism,2022-10-26,14:36:00,11.01273,77.01172,56.0,Female
Karnataka,Mysuru,Vandalism,2021-11-24,07:30:00,12.29353,76.68358,37.0,Male
Karnataka,Mysuru,Vandalism,2024-05-22,05:53:00,12.26787,76.64491,29.0,Female
Maharashtra,Nagpur,burglary,2021-05-05,19:43:00,21.17879,79.11151,21.0,Male
West Bengal,Kolkata,theft,2022-09-12,06:25:00,22.62465,88.41266,43.0,Female
Delhi,New Delhi,Fraud,2022-12-07,00:16:00,28.60434,77.21895,28.0,Male
Maharashtra,Pune,Theft,2021-11-27,15:31:00,18.55866,73.8851,47.0,Female
